SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Length,Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus,LS Match status,LS Match notes
TIL-JLTL-BPCK6062,Essential Collection — Bremen Fall — 24x24 (Polished),JL Tile,JL Tile,BPCK6062,012a887b-656c-4633-aedd-df93a27d7508,jlttil---essential---porcelain-bremen-fall---bpck6062-----12-x-24---4pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Bremen Fall,,,24,"24""",,,,,,Polished,,,,,,,,,,,2.22,4.22,,1.71,,,Your cut order price: $2.00/sf | Skid price: $1.71/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: Same colour as 24x48, BPCK1262 | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku BPCK6062
TIL-JLTL-BPCK36066,Essential Collection — Calacatta Gold — 12x24 (Polished),JL Tile,JL Tile,BPCK36066,6dce6845-e9e6-4c60-b58f-0c298b291cec,jlttil---essential---porcelain-calacatta-gold---bpck36066-----12-x-24---8pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Calacatta Gold,,,12,"24""",,,,,,Polished,,,,,,,,,,,2.22,4.22,,1.71,,,Your cut order price: $2.00/sf | Skid price: $1.71/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku BPCK36066
TIL-JLTL-BPCK6066,Essential Collection — Calacatta Gold — 24x24 (Polished),JL Tile,JL Tile,BPCK6066,6704d79a-c9b5-46c6-8742-b99544284046,jlttil---essential---porcelain-calacatta-gold---bpck6066-----12-x-24---4pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Calacatta Gold,,,24,"24""",,,,,,Polished,,,,,,,,,,,2.22,4.22,,1.71,,,Your cut order price: $2.00/sf | Skid price: $1.71/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku BPCK6066
TIL-JLTL-MI36019,Essential Collection — Miami Gold — 12x24 (Polished),JL Tile,JL Tile,MI36019,,JLTLTILESSENTIALCOLLECTIONMIAMIGOLD,Essential Collection,Flooring,Tile / Stone,Porcelain,,Miami Gold,,,12,"24""",,,,,,Polished,,,,,,,,,,,2.22,4.22,,1.71,,,Your cut order price: $2.00/sf | Skid price: $1.71/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost.",,,new,not_found,New to Lightspeed (no matching sku found)
TIL-JLTL-MI6019,Essential Collection — Miami Gold — 24x24 (Polished),JL Tile,JL Tile,MI6019,,JLTLTILESSENTIALCOLLECTIONMIAMIGOLD,Essential Collection,Flooring,Tile / Stone,Porcelain,,Miami Gold,,,24,"24""",,,,,,Polished,,,,,,,,,,,2.22,4.22,,1.71,,,Your cut order price: $2.00/sf | Skid price: $1.71/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost.",,,new,not_found,New to Lightspeed (no matching sku found)
TIL-JLTL-BPCK36082,Essential Collection — Onex Grey — 12x24 (Polished),JL Tile,JL Tile,BPCK36082,,JLTLTILESSENTIALCOLLECTIONONEXGREY,Essential Collection,Flooring,Tile / Stone,Porcelain,,Onex Grey,,,12,"24""",,,,,,Polished,,,,,,,,,,,2.22,4.22,,1.71,,,Your cut order price: $2.00/sf | Skid price: $1.71/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost.",,,new,not_found,New to Lightspeed (no matching sku found)
TIL-JLTL-BPCK6082,Essential Collection — Onex Grey — 24x24 (Polished),JL Tile,JL Tile,BPCK6082,,JLTLTILESSENTIALCOLLECTIONONEXGREY,Essential Collection,Flooring,Tile / Stone,Porcelain,,Onex Grey,,,24,"24""",,,,,,Polished,,,,,,,,,,,2.22,4.22,,1.71,,,Your cut order price: $2.00/sf | Skid price: $1.71/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost.",,,new,not_found,New to Lightspeed (no matching sku found)
TIL-JLTL-PY3648M,Essential Collection — Rockwood Bianco Matt — 12x24 (Matte),JL Tile,JL Tile,PY3648M,92c3394b-146e-4fd9-a591-d7ea45061a5c,jlttil---essential---porcelain-rockwood-bianco-matt---py3648m-----12-x-24---8pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Rockwood Bianco Matt,,,12,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: 2"" Hex | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku PY3648M
TIL-JLTL-PY6648M,Essential Collection — Rockwood Bianco Matt — 24x24 (Matte),JL Tile,JL Tile,PY6648M,131b650d-ec5a-4ad5-9c76-b87cd0668350,p-jlttil---porcelain-rockwood-bianco-matte--py6648m----2424---4pcb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Rockwood Bianco Matt,,,24,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: 2"" Hex | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku PY6648M
TIL-JLTL-36M0633H,Essential Collection — Wasaga Sand Matt — 12x24 (Matte),JL Tile,JL Tile,36M0633H,9e6dfabd-efcd-4bdd-a45d-d7cc4e4b5a25,jlttil---essential---porcelain-wasaga-sand-matt---36m0633h-----12-x-24---8pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Wasaga Sand Matt,,,12,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: 3"" Hex | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku 36M0633H
TIL-JLTL-60M0633H,Essential Collection — Wasaga Sand Matt — 24x24 (Matte),JL Tile,JL Tile,60M0633H,7085adb2-247e-475b-9d83-1c01e2dba538,jlttil---essential---porcelain-wasaga-sand-matt---60m0633h-----12-x-24---4pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Wasaga Sand Matt,,,24,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: 3"" Hex | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku 60M0633H
TIL-JLTL-BY6H3610,Essential Collection — Rock Wood Charcoal Matt — 12x24 (Matte),JL Tile,JL Tile,BY6H3610,64e67269-fa65-4549-84ed-3e4aaa27c34e,jlttil---essential---porcelain-rock-wood-charcoal-matt---by6h3610-----12-x-24---8pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Rock Wood Charcoal Matt,,,12,"24""",,,,,,Matte,,,,,,,,,,,3.99,5.99,,3.07,,,Your cut order price: $3.59/sf | Skid price: $3.07/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: 3"" Hex & 3"" Square | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku BY6H3610
TIL-JLTL-BY6H6010,Essential Collection — Rock Wood Charcoal Matt — 24x24 (Matte),JL Tile,JL Tile,BY6H6010,913e4b09-bb35-47c6-930f-07a630a08f19,jlttil---essential---porcelain-rock-wood-charcoal-matt---by6h6010-----12-x-24---4pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Rock Wood Charcoal Matt,,,24,"24""",,,,,,Matte,,,,,,,,,,,3.99,5.99,,3.07,,,Your cut order price: $3.59/sf | Skid price: $3.07/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: 3"" Hex & 3"" Square | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku BY6H6010
TIL-JLTL-TE36622R,Essential Collection — Camelia Sliver — 12x24 (Matte),JL Tile,JL Tile,TE36622R,ba0d639a-0995-4c05-9e6b-609b77894a53,jlttil---porcelain-camelia-silver---te36622r-----1224---8pcb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Camelia Sliver,,,12,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: 2"" Hex | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku TE36622R
TIL-JLTL-TE65622R,Essential Collection — Camelia Sliver — 24x24 (Matte),JL Tile,JL Tile,TE65622R,6eaa67ac-441e-4128-8438-9f720e3d1743,jlttil---porcelain-camelia-silver---te65622r-----2424---4pcb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Camelia Sliver,,,24,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: 2"" Hex | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku TE65622R
TIL-JLTL-TE36627R,Essential Collection — Camelia Gris — 12x24 (Matte),JL Tile,JL Tile,TE36627R,55d03ac9-cd4b-4014-b043-63f0adf28b78,jlttil---porcelain-camelia-gris---te36627r-----1224---8pcb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Camelia Gris,,,12,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: 2"" Hex | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku TE36627R
TIL-JLTL-TE65627R,Essential Collection — Camelia Gris — 24x24 (Matte),JL Tile,JL Tile,TE65627R,db508fde-b0d0-4d61-9d17-fe257d7eaa4a,jlttil---porcelain-camelia-gris---te65627r-----2424---4pcb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Camelia Gris,,,24,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: 2"" Hex | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku TE65627R
TIL-JLTL-TE36628R,Essential Collection — Camelia Dark — 12x24 (Matte),JL Tile,JL Tile,TE36628R,b1c0fe2d-e4bf-45c5-ba9a-044bf2f3decf,jlttil---porcelain-camelia-dark---te36628r-----1224---8pcb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Camelia Dark,,,12,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: 2"" Hex | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku TE36628R
TIL-JLTL-TE65628R,Essential Collection — Camelia Dark — 24x24 (Matte),JL Tile,JL Tile,TE65628R,59f38868-eb17-4bb7-82c3-d85134837d2b,jlttil---porcelain-camelia-dark---te65628r-----2424---4pcb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Camelia Dark,,,24,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: 2"" Hex | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku TE65628R
TIL-JLTL-LX3638,Essential Collection — Luxor Silver — 12x24 (Matte),JL Tile,JL Tile,LX3638,209b46b1-e121-441a-9442-2f60ba41cab1,jlttil---porcelain-luxor-silver---lx3638-----1224---8pcb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Luxor Silver,,,12,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: 2"" Hex & 2"" Square | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku LX3638
TIL-JLTL-LX6638,Essential Collection — Luxor Silver — 24x24 (Matte),JL Tile,JL Tile,LX6638,7182cc1a-c11c-4f31-8950-02869cd26942,jlttil---porcelain-luxor-silver---lx6638-----2424---4pcb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Luxor Silver,,,24,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: 2"" Hex & 2"" Square | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku LX6638
TIL-JLTL-LX3639,Essential Collection — Luxor Grey — 12x24 (Matte),JL Tile,JL Tile,LX3639,4df0d417-dc1a-4116-8488-0d2bdebc2d34,jlttil---porcelain-luxor-grey---lx3639-----1224---8pcb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Luxor Grey,,,12,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: 2"" Hex & 2"" Square | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku LX3639
TIL-JLTL-LX6639,Essential Collection — Luxor Grey — 24x24 (Matte),JL Tile,JL Tile,LX6639,dfd4619f-3c6d-4443-b2ea-36db524eaad3,jlttil---porcelain-luxor-grey---lx6639-----2424---4pcb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Luxor Grey,,,24,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: 2"" Hex & 2"" Square | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku LX6639
TIL-JLTL-LX3640,Essential Collection — Luxor Night — 12x24 (Matte),JL Tile,JL Tile,LX3640,3588d29a-f90a-4479-bc5c-74f0fd683618,jlttil---porcelain-luxor-night---lx3640-----1224---8pcb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Luxor Night,,,12,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: 2"" Hex & 2"" Square | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku LX3640
TIL-JLTL-LX6640,Essential Collection — Luxor Night — 24x24 (Matte),JL Tile,JL Tile,LX6640,f2c8a644-edda-4e9f-b720-47b48f39a3e5,jlttil---porcelain-luxor-night---lx6640-----2424---4pcb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Luxor Night,,,24,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | Matching mosaic pattern available: 2"" Hex & 2"" Square | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku LX6640
TIL-JLTL-ND3641,Essential Collection — Nordic Chalk — 12x24 (Matte),JL Tile,JL Tile,ND3641,840cf3eb-2968-4022-89d6-37d6ca3f44d0,jlttil---essential---porcelain-nordic-chalk---nd3641-----12-x-24---8pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Nordic Chalk,,,12,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku ND3641
TIL-JLTL-ND6041,Essential Collection — Nordic Chalk — 24x24 (Matte),JL Tile,JL Tile,ND6041,96ef9f86-4fa8-4bd3-a0c3-f05008407965,jlttil---essential---porcelain-nordic-chalk---nd6041-----24-x-24---4pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Nordic Chalk,,,24,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,4,40,160,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku ND6041
TIL-JLTL-ND3642,Essential Collection — Nordic Grigio — 12x24 (Matte),JL Tile,JL Tile,ND3642,8cfb7a15-dace-4cfb-9df9-a8c602d257a1,jlttil---essential---porcelain-nordic-grigio---nd3642-----12-x-24---8pcb---16sfb,Essential Collection,Flooring,Tile / Stone,Porcelain,,Nordic Grigio,,,12,"24""",,,,,,Matte,,,,,,,,,,,2.35,4.35,,1.81,,,Your cut order price: $2.12/sf | Skid price: $1.81/sf,,,16,8,40,320,,TRUE,,,,,,,,"JL Tile is a new supplier; $/sf (regular dealer price) column taken as Cost/unit per default (explicitly labelled dealer price on the sheet, not escalated); Your cut order price / Skid price logged as volume tiers in Volume pricing notes, never used as cost. | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before -- same precedent as Canadian Standard 2026-09-03. Handle copied verbatim from the live LS record (not regenerated), including any non-alphanumeric characters it already contains.",,,matched,matched,Matched LS sku ND3642
