id,handle,sku,composite_1,composite_2,composite_3,name,description,product_category,variant_option_one_name,variant_option_one_value,variant_option_2_name,variant_option_2_value,variant_option_3_name,variant_option_3_value,tags,supply_price,retail_price,loyalty_1,loyalty_2,account_1,account_2,brand_name,supplier_name,supplier_code,active,track_inventory,outlet_tax_TitanFlooring,inv_1,inv_2,inv_3
,GRACTILESAWT01,TIL-GRAC-0194,,,,GRACTIL - Tiles (AWT-01) | 24 x 24 - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES 24*24 -"". Section header is truncated in the source (ends at the dash) - the series name is not printed. Size taken from the row's own name, not the section header.",FLOORING / TILE,,,,,,,,1.39,2.39,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESAWT01POLISHED,TIL-GRAC-0202,,,,GRACTIL - Tiles (AWT-01) | 24 x 48 | Polished - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED CHINA)"". Header states CHINA as the origin.",FLOORING / TILE,,,,,,,,2.29,3.29,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESAWT02,TIL-GRAC-0195,,,,GRACTIL - Tiles (AWT-02) | 24 x 24 - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES 24*24 -"". Section header is truncated in the source (ends at the dash) - the series name is not printed. Size taken from the row's own name, not the section header.",FLOORING / TILE,,,,,,,,1.39,2.39,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESAWT02POLISHED,TIL-GRAC-0203,,,,GRACTIL - Tiles (AWT-02) | 24 x 48 | Polished - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED CHINA)"". Header states CHINA as the origin.",FLOORING / TILE,,,,,,,,2.29,3.29,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESAWT03,TIL-GRAC-0196,,,,GRACTIL - Tiles (AWT-03) | 24 x 24 - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES 24*24 -"". Section header is truncated in the source (ends at the dash) - the series name is not printed. Size taken from the row's own name, not the section header.",FLOORING / TILE,,,,,,,,1.39,2.39,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESAWT03POLISHED,TIL-GRAC-0204,,,,GRACTIL - Tiles (AWT-03) | 24 x 48 | Polished - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED CHINA)"". Header states CHINA as the origin.",FLOORING / TILE,,,,,,,,2.29,3.29,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESAWT04POLISHED,TIL-GRAC-0205,,,,GRACTIL - Tiles (AWT-04) | 24 x 48 | Polished - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED CHINA)"". Header states CHINA as the origin.",FLOORING / TILE,,,,,,,,2.29,3.29,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESAWT05POLISHED,TIL-GRAC-0206,,,,GRACTIL - Tiles (AWT-05) | 24 x 48 | Polished - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED CHINA)"". Header states CHINA as the origin.",FLOORING / TILE,,,,,,,,2.29,3.29,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESAWT06POLISHED,TIL-GRAC-0207,,,,GRACTIL - Tiles (AWT-06) | 24 x 48 | Polished - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED CHINA)"". Header states CHINA as the origin.",FLOORING / TILE,,,,,,,,2.29,3.29,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESAWT07POLISHED,TIL-GRAC-0208,,,,GRACTIL - Tiles (AWT-07) | 24 x 48 | Polished - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED CHINA)"". Header states CHINA as the origin.",FLOORING / TILE,,,,,,,,2.29,3.29,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESAWT08POLISHED,TIL-GRAC-0209,,,,GRACTIL - Tiles (AWT-08) | 24 x 48 | Polished - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED CHINA)"". Header states CHINA as the origin.",FLOORING / TILE,,,,,,,,2.29,3.29,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESAWT09POLISHED,TIL-GRAC-0210,,,,GRACTIL - Tiles (AWT-09) | 24 x 48 | Polished - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED CHINA)"". Header states CHINA as the origin.",FLOORING / TILE,,,,,,,,2.29,3.29,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESBEIGECHIAROMATTMATTE,TIL-GRAC-0005,,,,GRACTIL - Tiles (Beige Chiaro Matt),"Box size (sf): 10.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",FLOORING / TILE,Size,12 x 24 - 10.00sf/b,,,,,,1.29,2.29,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESBEIGECHIAROMATTMATTE,TIL-GRAC-0047,,,,GRACTIL - Tiles (Beige Chiaro Matt),"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",FLOORING / TILE,Size,24 x 24 - 16.00sf/b,,,,,,1.39,2.39,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESBEIGECHIAROPOLISHED,TIL-GRAC-0096,,,,GRACTIL - Tiles (Beige Chiaro) | 24 x 48 | Polished - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",FLOORING / TILE,,,,,,,,1.69,2.69,,,,,Gracious,Gracious,,1,1,Default Tax,,,
0a6f6e36-8b89-11eb-f3d6-7e8a5f763122,GRACTILESBERLINIGREY,TIL-GRAC-0024,,,,GRACTIL - Tiles (Berlini Grey) | 12 x 24 - 10.00sf/b,"Material type: Porcelain | Box size (sf): 10.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",FLOORING / TILE,,,,,,,,1.29,2.29,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESBLACKMARMOPOLISHED,TIL-GRAC-0115,,,,GRACTIL - Tiles (Black Marmo) | 24 x 48 | Polished - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",FLOORING / TILE,,,,,,,,1.69,2.69,,,,,Gracious,Gracious,,1,1,Default Tax,,,
9f2ac542-25df-4b13-a5dd-55ab718698ea,GRACTILESBRILLIANTWHITE,TIL-GRAC-0025,,,,GRACTIL - Tiles (Brilliant White) | 12 x 24 - 10.00sf/b,"Material type: Porcelain | Box size (sf): 10.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",FLOORING / TILE,,,,,,,,1.29,2.29,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESBRILLIANTWHITEGLOSSYGLOSSY,TIL-GRAC-0081,,,,GRACTIL - Tiles (Brilliant White Glossy) | 24 x 24 | Glossy - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",FLOORING / TILE,,,,,,,,1.39,2.39,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESCALCUTTALUXEPOLISHED,TIL-GRAC-0098,,,,GRACTIL - Tiles (Calcutta Luxe) | 24 x 48 | Polished - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",FLOORING / TILE,,,,,,,,1.69,2.69,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESCANVASSTATVARIOPOLISHED,TIL-GRAC-0074,,,,GRACTIL - Tiles (Canvas Statvario) | 24 x 24 | Polished - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",FLOORING / TILE,,,,,,,,1.39,2.39,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESCARRARAGRACEPOLISHED,TIL-GRAC-0099,,,,GRACTIL - Tiles (Carrara Grace) | 24 x 48 | Polished - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",FLOORING / TILE,,,,,,,,1.69,2.69,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESCAVABIANCO,TIL-GRAC-0006,,,,GRACTIL - Tiles (Cava Bianco) | 12 x 24 - 10.00sf/b,"Box size (sf): 10.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",FLOORING / TILE,,,,,,,,1.29,2.29,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESCAVABIANCOPOLISHED,TIL-GRAC-0048,,,,GRACTIL - Tiles (Cava Bianco),"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",FLOORING / TILE,Size,24 x 24 - 16.00sf/b,,,,,,1.39,2.39,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESCAVABIANCOPOLISHED,TIL-GRAC-0124,,,,GRACTIL - Tiles (Cava Bianco),"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*48 POLISHED)"".",FLOORING / TILE,Size,24 x 48 - 16.00sf/b,,,,,,1.69,2.69,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESCD12602MATTE,TIL-GRAC-0241,,,,GRACTIL - Tiles (CD12602) | 24 x 48 | Matte - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""MATTE FINISH 248*48"". Header prints ""248*48"" - read as a typo for 24*48 (prices match the 24*48 group).",FLOORING / TILE,,,,,,,,1.89,2.89,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESCD12610MATTE,TIL-GRAC-0242,,,,GRACTIL - Tiles (CD12610) | 24 x 48 | Matte - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""MATTE FINISH 248*48"". Header prints ""248*48"" - read as a typo for 24*48 (prices match the 24*48 group).",FLOORING / TILE,,,,,,,,1.89,2.89,,,,,Gracious,Gracious,,1,1,Default Tax,,,
,GRACTILESCD12623MATTE,TIL-GRAC-0243,,,,GRACTIL - Tiles (CD12623) | 24 x 48 | Matte - 16.00sf/b,"Box size (sf): 16.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""MATTE FINISH 248*48"". Header prints ""248*48"" - read as a typo for 24*48 (prices match the 24*48 group).",FLOORING / TILE,,,,,,,,1.89,2.89,,,,,Gracious,Gracious,,1,1,Default Tax,,,
0a6f6e36-8b89-11eb-f3d6-7e8a5fd9ecc8,GRACTILESDEVOREIVORY,TIL-GRAC-0033,,,,GRACTIL - Tiles (Devore Ivory) | 12 x 24 - 10.00sf/b,"Material type: Porcelain | Box size (sf): 10.00 | Salesperson notes: NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",FLOORING / TILE,,,,,,,,1.29,2.29,,,,,Gracious,Gracious,,1,1,Default Tax,,,
