SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Length,Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus,LS Match status,LS Match notes
LAM-GLDC-1011,Golden Choice Laminate 1010's — Solar Oak,Golden Choice,Golden Choice,1011,265ffb0b-b60c-43ac-b7cf-a35b1d7b5662,gollam----solar-oak---gc1011--ac3---48-x-5-x-123mm---1993--1997sfb,Laminate 1010's,Flooring,Laminate,,,Solar Oak,,,5,RL,12.33,,,,AC3,,,,,,,,,,,"CE, CARB II, EPA, Floorscore",1.29,2.29,,,,,"Net Box Price $1.29/sf vs Net Skid Price $1.19/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,19.93,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Package line prints two box-size figures ('19.93 / 19.97 sq.ft/ctn') -- took 19.93 as Box size (sf).",,,new,OK,Matched LS sku GC1011
LAM-GLDC-1015,Golden Choice Laminate 1010's — Terra Oak,Golden Choice,Golden Choice,1015,aa00b71f-9a66-4969-9b73-4873d58db630,gollam----terra-oak---gc1015--ac3---48-x-5-x-123mm---1993--1997sfb,Laminate 1010's,Flooring,Laminate,,,Terra Oak,,,5,RL,12.33,,,,AC3,,,,,,,,,,,"CE, CARB II, EPA, Floorscore",1.29,2.29,,,,,"Net Box Price $1.29/sf vs Net Skid Price $1.19/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,19.93,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Package line prints two box-size figures ('19.93 / 19.97 sq.ft/ctn') -- took 19.93 as Box size (sf).",,,new,OK,Matched LS sku GC1015
LAM-GLDC-1020,Golden Choice Laminate 1020's — Kona Oak,Golden Choice,Golden Choice,1020,850c2669-e12a-4e66-9f6a-8ba054e125f2,gollam----kona-oak---gc1020--ac3---48-x-566-x-123mm---1883sfb,Laminate 1020's,Flooring,Laminate,,,Kona Oak,,,5.66,RL,12.33,,,,AC3,,,,,,,,,,,"CE, CARB II, EPA, Floorscore",1.49,2.49,,,,,"Net Box Price $1.49/sf vs Net Skid Price $1.39/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,18.83,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation).",,,new,OK,Matched LS sku GC1020
LAM-GLDC-1022,Golden Choice Laminate 1020's — Rustic Oak,Golden Choice,Golden Choice,1022,73274692-0553-4c58-a7d7-dcbf7a46a82a,gollam----rustic-oak---gc1022--ac3---48-x-566-x-123mm---1883sfb,Laminate 1020's,Flooring,Laminate,,,Rustic Oak,,,5.66,RL,12.33,,,,AC3,,,,,,,,,,,"CE, CARB II, EPA, Floorscore",1.49,2.49,,,,,"Net Box Price $1.49/sf vs Net Skid Price $1.39/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,18.83,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation).",,,new,OK,Matched LS sku GC1022
LAM-GLDC-1023,Golden Choice Laminate 1020's — Stone Trend,Golden Choice,Golden Choice,1023,c6ad448e-69c5-4ffd-8c3f-d4a03b787b5a,gollam----stone-trend---gc1023--ac3---48-x-566-x-123mm---1883sfb,Laminate 1020's,Flooring,Laminate,,,Stone Trend,,,5.66,RL,12.33,,,,AC3,,,,,,,,,,,"CE, CARB II, EPA, Floorscore",1.49,2.49,,,,,"Net Box Price $1.49/sf vs Net Skid Price $1.39/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,18.83,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation).",,,new,OK,Matched LS sku GC1023
LAM-GLDC-1030,Golden Choice Laminate 1030's — Ivory Trader,Golden Choice,Golden Choice,1030,dd64034d-18a9-4611-af9b-4402f88f109b,gollam----ivory-traver---gc1030--ac3---48-x-65-x-123mm---2158sfb,Laminate 1030's,Flooring,Laminate,,,Ivory Trader,,,6.49,RL,12.33,,,,AC3,,,,,,,,,,,"CE, CARB II, EPA, Floorscore",1.49,2.49,,,,,"Net Box Price $1.49/sf vs Net Skid Price $1.39/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,21.58,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). 'Universal Oak' colour name also appears in the 1010's collection at a different width/price -- kept as a distinct product per RULE 0 (different width = different product).",,,new,OK,Matched LS sku GC1030
LAM-GLDC-1031,Golden Choice Laminate 1030's — Universal Oak,Golden Choice,Golden Choice,1031,0329e3bb-b45d-4eb1-89e0-d5052edeaa37,gollam----universal-oak---gc1031--ac3---48-x-65-x-123mm---2158sfb,Laminate 1030's,Flooring,Laminate,,,Universal Oak,,,6.49,RL,12.33,,,,AC3,,,,,,,,,,,"CE, CARB II, EPA, Floorscore",1.49,2.49,,,,,"Net Box Price $1.49/sf vs Net Skid Price $1.39/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,21.58,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). 'Universal Oak' colour name also appears in the 1010's collection at a different width/price -- kept as a distinct product per RULE 0 (different width = different product).",,,new,OK,Matched LS sku GC1031
LAM-GLDC-1032,Golden Choice Laminate 1030's — Puro Grey,Golden Choice,Golden Choice,1032,167ce783-0e48-4148-a5bf-75169bb5eb16,gollam----puro-grey---gc1032--ac3---48-x-65-x-123mm---2158sfb,Laminate 1030's,Flooring,Laminate,,,Puro Grey,,,6.49,RL,12.33,,,,AC3,,,,,,,,,,,"CE, CARB II, EPA, Floorscore",1.49,2.49,,,,,"Net Box Price $1.49/sf vs Net Skid Price $1.39/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,21.58,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). 'Universal Oak' colour name also appears in the 1010's collection at a different width/price -- kept as a distinct product per RULE 0 (different width = different product).",,,new,OK,Matched LS sku GC1032
LAM-GLDC-1040,Golden Choice Laminate 1040's — Herringbone,Golden Choice,Golden Choice,1040,076fb4c3-4840-48c5-9eb6-8541aa19ba4c,gollam----herringbone---gc1040--ac3---244872-x-767-x-123mm---2292sfb,Laminate 1040's,Flooring,Laminate,,,Herringbone,,Herringbone,7.677,24/48/72 in,12.33,,,,AC3,,,,,,,,,,,"CE, CARB II, EPA, Floorscore",1.59,2.59,,,,,"Net Box Price $1.59/sf vs Net Skid Price $1.49/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,22.92,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). 'Herringbone' is printed in the Color column for item 1040, not as a separate layout designation -- kept verbatim as Colour/tone per RULE 0 (never reinterpret supplier text); also set Layout pattern = Herringbone below since the length range (24/48/72in) matches a herringbone install format.",,,new,OK,Matched LS sku GC1040
LAM-GLDC-1042,Golden Choice Laminate 1040's — Thermo Ash,Golden Choice,Golden Choice,1042,9736651e-b34d-4280-a920-870f2fbce451,gollam----thermo-ash---gc1042--ac3---244872-x-767-x-123mm---2292sfb,Laminate 1040's,Flooring,Laminate,,,Thermo Ash,,,7.677,24/48/72 in,12.33,,,,AC3,,,,,,,,,,,"CE, CARB II, EPA, Floorscore",1.59,2.59,,,,,"Net Box Price $1.59/sf vs Net Skid Price $1.49/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,22.92,,,,Discontinued,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). 'Herringbone' is printed in the Color column for item 1040, not as a separate layout designation -- kept verbatim as Colour/tone per RULE 0 (never reinterpret supplier text); also set Layout pattern = Herringbone below since the length range (24/48/72in) matches a herringbone install format.",,,new,OK,Matched LS sku GC1042
LAM-GLDC-1060,Golden Choice Water Resistant Laminate 1060's — Item 1060,Golden Choice,Golden Choice,1060,,,Water Resistant Laminate 1060's,Flooring,Laminate,,,,,,8,"48""",12.3,,,,AC4,,,,,,,,,,,,2.09,3.09,,,,,"Net Box Price $2.09/sf vs Net Skid Price $1.99/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,15.6,,,,,TRUE,TRUE,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,NOT_FOUND,
LAM-GLDC-1061,Golden Choice Water Resistant Laminate 1060's — Item 1061,Golden Choice,Golden Choice,1061,,,Water Resistant Laminate 1060's,Flooring,Laminate,,,,,,8,"48""",12.3,,,,AC4,,,,,,,,,,,,2.09,3.09,,,,,"Net Box Price $2.09/sf vs Net Skid Price $1.99/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,15.6,,,,,TRUE,TRUE,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,NOT_FOUND,
LAM-GLDC-1062,Golden Choice Water Resistant Laminate 1060's — Item 1062,Golden Choice,Golden Choice,1062,,,Water Resistant Laminate 1060's,Flooring,Laminate,,,,,,8,"48""",12.3,,,,AC4,,,,,,,,,,,,2.09,3.09,,,,,"Net Box Price $2.09/sf vs Net Skid Price $1.99/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,15.6,,,,,TRUE,TRUE,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,NOT_FOUND,
LAM-GLDC-1063,Golden Choice Water Resistant Laminate 1060's — Item 1063,Golden Choice,Golden Choice,1063,,,Water Resistant Laminate 1060's,Flooring,Laminate,,,,,,8,"48""",12.3,,,,AC4,,,,,,,,,,,,2.09,3.09,,,,,"Net Box Price $2.09/sf vs Net Skid Price $1.99/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,15.6,,,,,TRUE,TRUE,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,NOT_FOUND,
LAM-GLDC-1065,Golden Choice Water Resistant Laminate 1060's — Item 1065,Golden Choice,Golden Choice,1065,,,Water Resistant Laminate 1060's,Flooring,Laminate,,,,,,8,"48""",12.3,,,,AC4,,,,,,,,,,,,2.09,3.09,,,,,"Net Box Price $2.09/sf vs Net Skid Price $1.99/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,15.6,,,,,TRUE,TRUE,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,NOT_FOUND,
LAM-GLDC-1066,Golden Choice Water Resistant Laminate 1060's — Item 1066,Golden Choice,Golden Choice,1066,,,Water Resistant Laminate 1060's,Flooring,Laminate,,,,,,8,"48""",12.3,,,,AC4,,,,,,,,,,,,2.09,3.09,,,,,"Net Box Price $2.09/sf vs Net Skid Price $1.99/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,15.6,,,,,TRUE,TRUE,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,NOT_FOUND,
LAM-GLDC-1080,Golden Choice Water Resistant Laminate 1080's — Item 1080,Golden Choice,Golden Choice,1080,,,Water Resistant Laminate 1080's,Flooring,Laminate,,,,,,8,"60""",12.3,,,,AC4,,,,,,,,,,,,2.02,3.02,,,,,"Net Box Price $2.02/sf vs Net Skid Price $1.92/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,22.5,,,,,TRUE,TRUE,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,NOT_FOUND,
LAM-GLDC-1081,Golden Choice Water Resistant Laminate 1080's — Item 1081,Golden Choice,Golden Choice,1081,,,Water Resistant Laminate 1080's,Flooring,Laminate,,,,,,8,"60""",12.3,,,,AC4,,,,,,,,,,,,2.02,3.02,,,,,"Net Box Price $2.02/sf vs Net Skid Price $1.92/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,22.5,,,,,TRUE,TRUE,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,NOT_FOUND,
LAM-GLDC-1082,Golden Choice Water Resistant Laminate 1080's — Item 1082,Golden Choice,Golden Choice,1082,,,Water Resistant Laminate 1080's,Flooring,Laminate,,,,,,8,"60""",12.3,,,,AC4,,,,,,,,,,,,2.02,3.02,,,,,"Net Box Price $2.02/sf vs Net Skid Price $1.92/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,22.5,,,,,TRUE,TRUE,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,NOT_FOUND,
LAM-GLDC-1083,Golden Choice Water Resistant Laminate 1080's — Item 1083,Golden Choice,Golden Choice,1083,,,Water Resistant Laminate 1080's,Flooring,Laminate,,,,,,8,"60""",12.3,,,,AC4,,,,,,,,,,,,2.02,3.02,,,,,"Net Box Price $2.02/sf vs Net Skid Price $1.92/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,22.5,,,,,TRUE,TRUE,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,NOT_FOUND,
LAM-GLDC-1085,Golden Choice Water Resistant Laminate 1080's — Item 1085,Golden Choice,Golden Choice,1085,ff7cb7d2-678f-44f4-b979-3659651d3364,golden-choice--light-mist--laminate--2250sfb,Water Resistant Laminate 1080's,Flooring,Laminate,,,,,,8,"60""",12.3,,,,AC4,,,,,,,,,,,,2.02,3.02,,,,,"Net Box Price $2.02/sf vs Net Skid Price $1.92/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,22.5,,,,,TRUE,TRUE,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,OK,Matched LS sku 11375
LAM-GLDC-1086,Golden Choice Water Resistant Laminate 1080's — Item 1086,Golden Choice,Golden Choice,1086,,,Water Resistant Laminate 1080's,Flooring,Laminate,,,,,,8,"60""",12.3,,,,AC4,,,,,,,,,,,,2.02,3.02,,,,,"Net Box Price $2.02/sf vs Net Skid Price $1.92/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,22.5,,,,,TRUE,TRUE,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,NOT_FOUND,
LAM-GLDC-1070,Golden Choice Laminate 1070's — Item 1070,Golden Choice,Golden Choice,1070,,,Laminate 1070's (NEW),Flooring,Laminate,,,,,,6.5,48 in,12.3,,,,AC3,,,,,,,,,,,"E1, Floorscore",1.35,2.35,,,,,"Net Box Price $1.35/sf vs Net Skid Price $1.25/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,21.57,,,,,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,NOT_FOUND,
LAM-GLDC-1071,Golden Choice Laminate 1070's — Item 1071,Golden Choice,Golden Choice,1071,,,Laminate 1070's (NEW),Flooring,Laminate,,,,,,6.5,48 in,12.3,,,,AC3,,,,,,,,,,,"E1, Floorscore",1.35,2.35,,,,,"Net Box Price $1.35/sf vs Net Skid Price $1.25/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,21.57,,,,,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,NOT_FOUND,
LAM-GLDC-1072,Golden Choice Laminate 1070's — Item 1072,Golden Choice,Golden Choice,1072,,,Laminate 1070's (NEW),Flooring,Laminate,,,,,,6.5,48 in,12.3,,,,AC3,,,,,,,,,,,"E1, Floorscore",1.35,2.35,,,,,"Net Box Price $1.35/sf vs Net Skid Price $1.25/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,21.57,,,,,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,NOT_FOUND,
LAM-GLDC-1073,Golden Choice Laminate 1070's — Item 1073,Golden Choice,Golden Choice,1073,,,Laminate 1070's (NEW),Flooring,Laminate,,,,,,6.5,48 in,12.3,,,,AC3,,,,,,,,,,,"E1, Floorscore",1.35,2.35,,,,,"Net Box Price $1.35/sf vs Net Skid Price $1.25/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,21.57,,,,,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,NOT_FOUND,
LAM-GLDC-1075,Golden Choice Laminate 1070's — Item 1075,Golden Choice,Golden Choice,1075,,,Laminate 1070's (NEW),Flooring,Laminate,,,,,,6.5,48 in,12.3,,,,AC3,,,,,,,,,,,"E1, Floorscore",1.35,2.35,,,,,"Net Box Price $1.35/sf vs Net Skid Price $1.25/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,21.57,,,,,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,NOT_FOUND,
LAM-GLDC-1076,Golden Choice Laminate 1070's — Item 1076,Golden Choice,Golden Choice,1076,,,Laminate 1070's (NEW),Flooring,Laminate,,,,,,6.5,48 in,12.3,,,,AC3,,,,,,,,,,,"E1, Floorscore",1.35,2.35,,,,,"Net Box Price $1.35/sf vs Net Skid Price $1.25/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,21.57,,,,,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,NOT_FOUND,
LAM-GLDC-1077,Golden Choice Laminate 1070's — Item 1077,Golden Choice,Golden Choice,1077,,,Laminate 1070's (NEW),Flooring,Laminate,,,,,,6.5,48 in,12.3,,,,AC3,,,,,,,,,,,"E1, Floorscore",1.35,2.35,,,,,"Net Box Price $1.35/sf vs Net Skid Price $1.25/sf -- Box taken as cost, see escalation note.",2025-05-01,Manual,21.57,,,,,TRUE,,,,,,,,"Cost basis UNCONFIRMED -- Golden Choice is a new supplier. Every price group on this sheet prints BOTH a Net Box Price and a Net Skid Price (both '+Tax', both under 'Note: For Dealer') -- Net Box Price taken as cost per default (smaller unit = higher price = dealer cost), Albert to confirm which column is the true dealer cost (see escalation). Supplier sheet gives no colour/finish name for this line -- only an item#. Flagged Spec Gap: cannot merchandise a product with no distinguishing name; ask Albert / the supplier for a colour legend before import.",,,new,NOT_FOUND,
