SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Length,Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus,LS Match status,LS Match notes
ENG-OAKL-0037,European Oak Multi-Ply 6 Series (2mm) — Harrison (Select),Oakel,Oakel,,af28a448-de5c-47d3-ab3b-0c5109c7feca,oakeng---6-series---collection-c---european-oak-harrison---oakeeohar13--abc---182mm-x150xrl---1841sfb,European Oak Multi-Ply 6 Series (2mm),Flooring,Engineered hardwood,Hardwood plywood,European Oak,Harrison,Select,,5.91,RL,18,,2,,,,,,,,,,,,,,3.79,4.79,,,,,Oakel single printed price $3.79/sf -- no volume tiers on this sheet.,2026-04-01,Manual,18.41,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.Har.1.3
ENG-OAKL-0038,American Oak Multi-Ply 6 Series Click — Imola (Select),Oakel,Oakel,,4090a84c-2b62-4365-abea-f861c4b082ab,oakeng---6-click-series---american-oak-lmola---oakeaolmo1--abc---122mm-x150x1250mm---1211sfb,American Oak Multi-Ply 6 Series Click,Flooring,Engineered hardwood,Hardwood plywood,American Oak,Imola,Select,,5.91,RL,12,,2,,,,,Click,,,,,,,,,3.09,4.09,,,,,Oakel single printed price $3.09/sf -- no volume tiers on this sheet.,2026-04-01,Manual,12.11,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Marked (Promotion) on the price list -- promo marker noted, no separate promo cost printed.",,,new,OK,Matched LS sku OAK.E.AO.Lmo.1 WARNING: conflicts: near-spelling: sheet=Imola LS=Lmola
ENG-OAKL-0039,American Oak Multi-Ply 6 Series Click — Indy (Select),Oakel,Oakel,,b097211c-4850-452e-bf37-e3c0e7b6f266,oakeng---6-click-series---american-oak-indy---oakeaoind1--abc---122mm-x150x1250mm---1211sfb,American Oak Multi-Ply 6 Series Click,Flooring,Engineered hardwood,Hardwood plywood,American Oak,Indy,Select,,5.91,RL,12,,2,,,,,Click,,,,,,,,,3.29,4.29,,,,,Oakel single printed price $3.29/sf -- no volume tiers on this sheet.,2026-04-01,Manual,12.11,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.AO.Ind.1
ENG-OAKL-0040,American Oak Multi-Ply 6 Series Click — Le Man (Select),Oakel,Oakel,,01905bef-b242-41a2-b857-0329a37e64f6,oakeng---6-click-series---american-oak-le-man---oakeaoleman1--abc---122mm-x150x1250mm---1211sfb,American Oak Multi-Ply 6 Series Click,Flooring,Engineered hardwood,Hardwood plywood,American Oak,Le Man,Select,,5.91,RL,12,,2,,,,,Click,,,,,,,,,3.29,4.29,,,,,Oakel single printed price $3.29/sf -- no volume tiers on this sheet.,2026-04-01,Manual,12.11,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.AO.LeMan.1
ENG-OAKL-0041,American Oak Multi-Ply 6 Series Click — Monaco (Select),Oakel,Oakel,,0c6eeec2-6f60-4729-b266-2e569e7008ea,oakeng---6-click-series---american-oak-monaco---oakeaomon11--abc---122mm-x150x1250mm---1211sfb,American Oak Multi-Ply 6 Series Click,Flooring,Engineered hardwood,Hardwood plywood,American Oak,Monaco,Select,,5.91,RL,12,,2,,,,,Click,,,,,,,,,3.29,4.29,,,,,Oakel single printed price $3.29/sf -- no volume tiers on this sheet.,2026-04-01,Manual,12.11,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.AO.Mon.1.1
ENG-OAKL-0042,American Oak Multi-Ply 6 Series Click — Nurburgring (Select),Oakel,Oakel,,93dde32c-3b7a-4ed4-bdbf-4b1c9d1f5d60,oakeng---6-click-series---american-oak-nurburgring---oakeaonur1--abc---122mm-x150x1250mm---1211sfb,American Oak Multi-Ply 6 Series Click,Flooring,Engineered hardwood,Hardwood plywood,American Oak,Nurburgring,Select,,5.91,RL,12,,2,,,,,Click,,,,,,,,,3.29,4.29,,,,,Oakel single printed price $3.29/sf -- no volume tiers on this sheet.,2026-04-01,Manual,12.11,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.AO.Nur.1
ENG-OAKL-0043,American Oak Multi-Ply 6 Series Click — Spa (Select),Oakel,Oakel,,8961d4dd-512b-48cd-947d-fb81edb82e38,oakeng---6-click-series---american-oak-spa---oakeaospa1--abc---122mm-x150x1250mm---1211sfb,American Oak Multi-Ply 6 Series Click,Flooring,Engineered hardwood,Hardwood plywood,American Oak,Spa,Select,,5.91,RL,12,,2,,,,,Click,,,,,,,,,3.09,4.09,,,,,Oakel single printed price $3.09/sf -- no volume tiers on this sheet.,2026-04-01,Manual,12.11,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Marked (Promotion) on the price list -- promo marker noted, no separate promo cost printed.",,,new,OK,Matched LS sku OAK.E.AO.Spa.1
ENG-OAKL-0044,American Oak 3-Ply 7 Series — Area (Select & Better),Oakel,Oakel,,,,American Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,American Oak,Area,Select & Better,,7.48,RL,19,,4,,,,,,,,,,,,,,5.19,6.19,,,,,Oakel single printed price $5.19/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,NOT_FOUND,
ENG-OAKL-0045,American Oak 3-Ply 7 Series — Bearyl (Select & Better),Oakel,Oakel,,,,American Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,American Oak,Bearyl,Select & Better,,7.48,RL,19,,4,,,,,,,,,,,,,,5.19,6.19,,,,,Oakel single printed price $5.19/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,NOT_FOUND,
ENG-OAKL-0046,American Oak 3-Ply 7 Series — Monza (Select & Better),Oakel,Oakel,,,,American Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,American Oak,Monza,Select & Better,,7.48,RL,19,,4,,,,,,,,,,,,,,5.19,6.19,,,,,Oakel single printed price $5.19/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,NOT_FOUND,
ENG-OAKL-0047,European Oak 3-Ply 9 Series — Essence (Select & Better),Oakel,Oakel,,a852fcc9-554d-42bf-a019-675c7801b225,oakeng---9-series---collection-a---european-oak-essence---oakeeoess16--ab---183mm-x235xrl---2884sfb,European Oak 3-Ply 9 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Essence,Select & Better,,9.25,RL,18,,3,,,,,,,,,,,,,,6.99,7.99,,,,,Oakel single printed price $6.99/sf -- no volume tiers on this sheet.,2026-04-01,Manual,28.84,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.Ess.1.6
ENG-OAKL-0048,European Oak 3-Ply 9 Series — London Fog (Select),Oakel,Oakel,,35947595-d75f-4afd-af78-aa3c38cd9412,oakeng---9-series---collection-a---european-oak-london-fog---oakeeolonfog12--abc---183mm-x235xrl---2884sfb,European Oak 3-Ply 9 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,London Fog,Select,,9.25,RL,18,,3,,,,,,,,,,,,,,4.59,5.59,,,,,Oakel single printed price $4.59/sf -- no volume tiers on this sheet.,2026-04-01,Manual,28.84,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.LonFog.1.2
ENG-OAKL-0049,European Oak 3-Ply 9 Series — London Fog (Character),Oakel,Oakel,,1a88830f-835f-43d0-9b37-6f2a46394f5b,oakeng---9-series---collection-a---european-oak-london-fog---oakeeolonfog13--abcd---183mm-x235xrl---2884sfb,European Oak 3-Ply 9 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,London Fog,Character,,9.25,RL,18,,3,,,,,,,,,,,,,,3.59,4.59,,,,,Oakel single printed price $3.59/sf -- no volume tiers on this sheet.,2026-04-01,Manual,28.84,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,OK,Matched LS sku OAK.E.EO.LonFog.1.3
ENG-OAKL-0050,European Oak Multi-Ply Herringbone — Harrison (Select & Better),Oakel,Oakel,,,,European Oak Multi-Ply Herringbone,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Harrison,Select & Better,,4.92,625mm,18,,3,,,,Herringbone,,,,,,,,,,4.79,5.79,,,,,Oakel single printed price $4.79/sf -- no volume tiers on this sheet.,2026-04-01,Manual,10.1,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,NOT_FOUND,
ENG-OAKL-0051,European Oak Multi-Ply Herringbone — Maillard (Character),Oakel,Oakel,,,,European Oak Multi-Ply Herringbone,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Maillard,Character,,4.92,625mm,18,,3,,,,Herringbone,,,,,,,,,,3.29,4.29,,,,,Oakel single printed price $3.29/sf -- no volume tiers on this sheet.,2026-04-01,Manual,10.1,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,NOT_FOUND,
ENG-OAKL-0052,European Oak Multi-Ply Herringbone — Paradise (Select & Better),Oakel,Oakel,,,,European Oak Multi-Ply Herringbone,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Paradise,Select & Better,,4.92,625mm,18,,3,,,,Herringbone,,,,,,,,,,4.79,5.79,,,,,Oakel single printed price $4.79/sf -- no volume tiers on this sheet.,2026-04-01,Manual,10.1,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,NOT_FOUND,
ENG-OAKL-0053,European Oak Multi-Ply Herringbone — Portobello (Select),Oakel,Oakel,,,,European Oak Multi-Ply Herringbone,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Portobello,Select,,4.92,625mm,18,,3,,,,Herringbone,,,,,,,,,,3.99,4.99,,,,,Oakel single printed price $3.99/sf -- no volume tiers on this sheet.,2026-04-01,Manual,10.1,,,,,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy).",,,new,NOT_FOUND,
ENG-OAKL-0054,European Oak 3-Ply 7 Series — Amber (Select),Oakel,Oakel,,,,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Amber,Select,,7.48,RL,18,,3,,,,,,,,,,,,,,4.59,5.59,,,,,Oakel single printed price $4.59/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,Clearance,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Clearance: 2088 boxes (AB tier)/1086 boxes (ABC tier) remaining. STOCK STATUS = CLEARANCE per the sheet's own 'Clearance' section header.",,,new,NOT_FOUND,
ENG-OAKL-0055,European Oak 3-Ply 7 Series — Amber (Character),Oakel,Oakel,,,,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Amber,Character,,7.48,RL,18,,3,,,,,,,,,,,,,,4.09,5.09,,,,,Oakel single printed price $4.09/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,Clearance,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Clearance: 2088 boxes (AB tier)/1086 boxes (ABC tier) remaining. STOCK STATUS = CLEARANCE per the sheet's own 'Clearance' section header.",,,new,NOT_FOUND,
ENG-OAKL-0056,European Oak 3-Ply 7 Series — Driftwood (Select),Oakel,Oakel,,9421bd8f-55f9-4344-a399-c3016c516d3f,oakeng---7-series---collection-b---european-oak-driftwood---oakeeodri12--abc---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Driftwood,Select,,7.48,RL,18,,3,,,,,,,,,,,,,,3.49,4.49,,,,,Oakel single printed price $3.49/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,Clearance,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Clearance: 1611/424 boxes remaining. STOCK STATUS = CLEARANCE per the sheet's own 'Clearance' section header.",,,new,OK,Matched LS sku OAK.E.EO.Dri.1.2
ENG-OAKL-0057,European Oak 3-Ply 7 Series — Driftwood (Character),Oakel,Oakel,,7361267d-c565-4ae8-a128-ee60b5e44c1f,oakeng---7-series---collection-b---european-oak-driftwood---oakeeodri14--abcd---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Driftwood,Character,,7.48,RL,18,,3,,,,,,,,,,,,,,2.99,3.99,,,,,Oakel single printed price $2.99/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,Clearance,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Clearance: 1611/424 boxes remaining. STOCK STATUS = CLEARANCE per the sheet's own 'Clearance' section header.",,,new,OK,Matched LS sku OAK.E.EO.Dri.1.4
ENG-OAKL-0058,European Oak 3-Ply 7 Series — Invisible (Character),Oakel,Oakel,,c2febee6-8e63-4b12-84e1-ffaf9286ba47,oakeng---7-series---collection-a---european-oak-invisible---oakeeoinv12--abcd---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Invisible,Character,,7.48,RL,18,,3,,,,,,,,,,,,,,3.49,4.49,,,,,Oakel single printed price $3.49/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,Clearance,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Clearance: 409 boxes remaining. STOCK STATUS = CLEARANCE per the sheet's own 'Clearance' section header.",,,new,OK,Matched LS sku OAK.E.EO.Inv.1.2
ENG-OAKL-0059,European Oak 3-Ply 7 Series — Gloden Prime (Select & Better),Oakel,Oakel,,,,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Gloden Prime,Select & Better,,7.48,RL,18,,3,,,,,,,,,,,,,,4.09,5.09,,,,,Oakel single printed price $4.09/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,Clearance,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Clearance: 13 boxes remaining. 'Gloden' is printed verbatim on the sheet -- likely a typo for 'Golden', kept as-is per RULE 0 (never silently correct supplier text). STOCK STATUS = CLEARANCE per the sheet's own 'Clearance' section header.",,,new,NOT_FOUND,
ENG-OAKL-0060,European Oak 3-Ply 7 Series — Latte (Select),Oakel,Oakel,,,,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Latte,Select,,7.48,RL,18,,3,,,,,,,,,,,,,,4.09,5.09,,,,,Oakel single printed price $4.09/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,Clearance,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Clearance: 801 boxes remaining. STOCK STATUS = CLEARANCE per the sheet's own 'Clearance' section header.",,,new,NOT_FOUND,
ENG-OAKL-0061,European Oak 3-Ply 7 Series — London Fog (Select),Oakel,Oakel,,aa8e722b-0fde-4ac9-9fcc-dca069273a5c,oakeng---7-series---collection-a---european-oak-london-fog---oakeeolonfog1--abc---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,London Fog,Select,,7.48,RL,18,,3,,,,,,,,,,,,,,3.69,4.69,,,,,Oakel single printed price $3.69/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,Clearance,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Clearance: 3/92 boxes remaining. Also appears in the regular 9 Series line as a different product. STOCK STATUS = CLEARANCE per the sheet's own 'Clearance' section header.",,,new,OK,Matched LS sku OAK.E.EO.LonFog.1
ENG-OAKL-0062,European Oak 3-Ply 7 Series — London Fog (Character),Oakel,Oakel,,ede440e9-2d5a-4420-8d47-ae0a9f6b7214,oakeng---7-series---collection-a---european-oak-london-fog---oakeeolonfog11--abcd---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,London Fog,Character,,7.48,RL,18,,3,,,,,,,,,,,,,,3.49,4.49,,,,,Oakel single printed price $3.49/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,Clearance,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Clearance: 3/92 boxes remaining. Also appears in the regular 9 Series line as a different product. STOCK STATUS = CLEARANCE per the sheet's own 'Clearance' section header.",,,new,OK,Matched LS sku OAK.E.EO.LonFog.1.1
ENG-OAKL-0063,European Oak 3-Ply 7 Series — Naked Oak (Select & Better),Oakel,Oakel,,ffe89dbe-9eb8-4488-ab43-65735448d44b,oakeng---7-series---collection-b---european-oak-naked-oak---oakeeonakoak14--ab---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Naked Oak,Select & Better,,7.48,RL,18,,3,,,,,,,,,,,,,,4.09,5.09,,,,,Oakel single printed price $4.09/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,Clearance,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Clearance: 1399/1277/272 boxes remaining. Also appears in the regular Multi-Ply 6 Series line as a different product. STOCK STATUS = CLEARANCE per the sheet's own 'Clearance' section header.",,,new,OK,Matched LS sku OAK.E.EO.NakOak.1.4
ENG-OAKL-0064,European Oak 3-Ply 7 Series — Naked Oak (Select),Oakel,Oakel,,a4e0674e-f0d4-43f6-be8c-6ea9aa8467dc,oakeng---7-series---collection-b---european-oak-naked-oak---oakeeonakoak13--abc---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Naked Oak,Select,,7.48,RL,18,,3,,,,,,,,,,,,,,3.69,4.69,,,,,Oakel single printed price $3.69/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,Clearance,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Clearance: 1399/1277/272 boxes remaining. Also appears in the regular Multi-Ply 6 Series line as a different product. STOCK STATUS = CLEARANCE per the sheet's own 'Clearance' section header.",,,new,OK,Matched LS sku OAK.E.EO.NakOak.1.3
ENG-OAKL-0065,European Oak 3-Ply 7 Series — Naked Oak (Character),Oakel,Oakel,,aed45d06-7a46-44f7-8120-12f3661e8b30,oakeng---7-series---collection-b---european-oak-naked-oak---oakeeonakoak15--abcd---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Naked Oak,Character,,7.48,RL,18,,3,,,,,,,,,,,,,,3.49,4.49,,,,,Oakel single printed price $3.49/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,Clearance,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Clearance: 1399/1277/272 boxes remaining. Also appears in the regular Multi-Ply 6 Series line as a different product. STOCK STATUS = CLEARANCE per the sheet's own 'Clearance' section header.",,,new,OK,Matched LS sku OAK.E.EO.NakOak.1.5
ENG-OAKL-0066,European Oak 3-Ply 7 Series — Roma (Select),Oakel,Oakel,,b21856d2-52fc-49cd-b055-b09946014d9b,oakeng---7-series---collection-a---european-oak-roma---oakeeorom1--abc---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Roma,Select,,7.48,RL,18,,3,,,,,,,,,,,,,,4.69,5.69,,,,,Oakel single printed price $4.69/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,Clearance,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Clearance: 16/13 boxes remaining. STOCK STATUS = CLEARANCE per the sheet's own 'Clearance' section header.",,,new,OK,Matched LS sku OAK.E.EO.Rom.1
ENG-OAKL-0067,European Oak 3-Ply 7 Series — Roma (Character),Oakel,Oakel,,8bae74ee-d5ee-4213-b88e-a06b388bc531,oakeng---7-series---collection-a---european-oak-roma---oakeeorom11--abcd---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Roma,Character,,7.48,RL,18,,3,,,,,,,,,,,,,,4.09,5.09,,,,,Oakel single printed price $4.09/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,Clearance,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Clearance: 16/13 boxes remaining. STOCK STATUS = CLEARANCE per the sheet's own 'Clearance' section header.",,,new,OK,Matched LS sku OAK.E.EO.Rom.1.1
ENG-OAKL-0068,European Oak 3-Ply 7 Series — Smoke Grey (Select),Oakel,Oakel,,244e4cc8-dcb5-4200-899a-b48f1745b04c,oakeng---7-series---collection-b---european-oak-smoke-grey---oakeeosmogre1--abc---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Smoke Grey,Select,,7.48,RL,18,,3,,,,,,,,,,,,,,2.89,3.89,,,,,Oakel single printed price $2.89/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,Clearance,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Clearance: 797 boxes remaining. STOCK STATUS = CLEARANCE per the sheet's own 'Clearance' section header.",,,new,OK,Matched LS sku OAK.E.EO.SmoGre.1
ENG-OAKL-0069,European Oak 3-Ply 7 Series — Winter Fly (Select & Better),Oakel,Oakel,,c9dacd28-9d51-4bda-b045-31682ad17c2b,oakeng---7-series---collection-b---european-oak-winter-fly---oakeeowinfly13--ab---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Winter Fly,Select & Better,,7.48,RL,18,,3,,,,,,,,,,,,,,3.89,4.89,,,,,Oakel single printed price $3.89/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,Clearance,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Clearance: 280/475 boxes remaining. STOCK STATUS = CLEARANCE per the sheet's own 'Clearance' section header.",,,new,OK,Matched LS sku OAK.E.EO.WinFly.1.3
ENG-OAKL-0070,European Oak 3-Ply 7 Series — Winter Fly (Select),Oakel,Oakel,,ed32ae54-95ab-404f-9837-fadb83641620,oakeng---7-series---collection-b---european-oak-winter-fly---oakeeowinfly12--abc---183mm-x190xrl---2332sfb,European Oak 3-Ply 7 Series,Flooring,Engineered hardwood,Hardwood plywood,European Oak,Winter Fly,Select,,7.48,RL,18,,3,,,,,,,,,,,,,,3.49,4.49,,,,,Oakel single printed price $3.49/sf -- no volume tiers on this sheet.,2026-04-01,Manual,23.32,,,,Clearance,TRUE,,,,,,,,"Oakel is a new supplier; printed price/sf taken as cost per the flooring pricing default (single obvious $/sf column, no MSRP or second price printed -- no confirmation needed per 2026-09-11 policy). Clearance: 280/475 boxes remaining. STOCK STATUS = CLEARANCE per the sheet's own 'Clearance' section header.",,,new,OK,Matched LS sku OAK.E.EO.WinFly.1.2
